movie,rating,likes,dislikes,title,review
Lincoln,5,34,31,A Film for Historians...Plodding and Slow,"This was a wholly mediocre film. Neither tremendously gripping nor completely boring, it ranged somewhere in between. I did not come away from the movie with a better feeling for the true Lincoln in the final months of his life, and the movie itself was not anything to behold. Of course, trying to capture the essential Lincoln is certainly not an easy task, but this characterization came across as somewhat aloof, with the President frequently telling his unique stories to his own amusement and sometimes without a recognizable context. The historical events were poorly integrated into a larger context, and the way the last four months were focused was too myopic in my view. I imagine this film to be the sort that an AP U.S. history teacher shows when he or she is off of work for a couple days, but probably only because that person teaches in Illinois and showing this film is proverbial in the ""Land of Lincoln."" Although most of the other people I went with seemed to enjoy this work, I left the theater still in search of an accurate and rich film portrayal of one of the greatest U.S. Presidents."
Lincoln,5,22,25,"Wonderful trailer, shame about the film.","I know I'm in the minority but this film is very boring. The first hour drags on and on explaining the 13th Amendment and it could have been edited down to a 10 or 15 minute seen. It's a pondering movie. I'm not sure what the revelation is about Lincoln in this movie. He's portrayed as he always has been: a revolutionary leader, great mind, folksy and very political when need be. The most interesting part of the movie is his relationship with his wife played by Sally Field. When she comes on the scene at least we have some fire, drama and neuroses. The rest of the film is a good old boys club and quite frankly not very entertaining. You could argue, I guess, that the political content is the guts of the film but it's not presented in an interesting way. The acting is exceptional but I consider this film as disappointing as the MGM 1936 Crawford vehicle about Andrew Jackson directed by Clarence Brown: The Gorgeous Hussy. In that film as well there is an exceptional cast dragging their weight to make something interesting out of American History. This is a modern day version of a bloated, antiquated Hollywood bio picture. Paging Wilson anyone???"
Lincoln,5,13,15,Best Movie... Seriously?,"With Stephen Spielberg directing, multiple nominations for Golden Globes, Oscars and BAFTAs, and a very high IMDb rating, I had high expectations for this film. Without doubt the actors performed well, but for a non- American, with a less than comprehensive knowledge of the history of the period, it was tedious, dull and boring. It is essentially a drama of politics, with endless political dialogue. The reputed greatness of Lincoln the statesman, certainly did not come across. Not having read reviews before watching I was expecting some kind of biopic spanning Lincoln's lifetime, but what we are presented with is a few months of his life and a lot of detailed political maneuvering!"
Lincoln,5,21,29,Very mediocre,"Sure, if you talk to those who've seen it, they'll say that DD Lewis, Sally Fields and T.L.Jones deserve Oscar nominations and it would be right. You'll also hear that Spielberg deserves an Oscar for Directing. Right. You'll also hear that the Academy of Arts and Sciences should make ""Lincoln"" a nominee for Best Picture. That's right too however I saw it and am saying that despite all the kudos from sheep, I say it was exceedingly boring, terribly slow moving,dark,annoying and nothing but an average movie that will be on DVD in a month. I say three cheers for the Emancipation Proclamation; 3 cheers for the 13th Amendment; discrimination just plain stinks and so does this movie."
Lincoln,5,14,18,"Boring, dull and plodding but excellently acted","This movie disappointed me. It could have been titled, Abolition of Slavery, or Radification of the 13th Amendment, or Say Goodbye to Slavery. But it really wasn't about Lincoln. It was about Congress, Seward, Stephens and the questionable powers assumed by Lincoln during war.What did NOT disappoint me was the choice of actors and their performances. DDL, Sally Field, Strathairn, Holbrook, and Bruce McGill (D-Day) were absolutely outstanding.Watch it for the acting, and the history of Lincoln the titled misleads one to believing this was about.Nice job Spielberg. Mistitled...."
Lincoln,5,11,13,Tedious and boring,"Spielberg ticked me off once again. This movie is very boring - even more so for the viewers like me who are unfamiliar with the detailed history preceding Lincoln's death. In fact, the whole >2 hours film was dedicated extensively to an event that involved political plays and nothing else. I have to say, at the end of the movie I don't feel much for the characters including Lincoln and the nation's civilians (the soldiers, the slaves who benefited from the amendment, or Lincoln's close friends and families) because that is how imperfect this movie turned out to be. The movie doesn't deserved to be given such a title as I still do not know much who Lincoln really was - his childhood, how he met his wife, more light on the family life? These were either non-existent or not elaborated enough.Speaking of his wife, now I do not know if her depiction was accurate, but her role in the film only made the whole movie experience worse with her constant blabbering typical of a near control-freak housewife. Sally Field acted well befitting the demand of her role, but it doesn't save the film overall. Lincoln himself blabbers a lot too, and I wont blame it on the huge mouthful of dialogue which I assumed is the intended style of the film. So many things that were being uttered by him were pure gibberish coming from an accomplished politician and country leader, in contrast to some of the supporting characters who said things that made more sense. But I would commend a great performance from Daniel Day Lewis despite all the irritating flaws mentioned."
Lincoln,5,11,15,An overrated bomb,"So much hype by the studio for this movie, and for Daniel Day-Lewis in his lead portrayal as Abraham Lincoln, why does it all seem to fall short for me? The reason is simple, it's wordy, slow moving, and lacks drama. Steven Spielberg is without a doubt one of if not the best director in the industry, but this epic is a dry lackluster diatribe in boredom. I'll give it to the historians who watch this and who will love this movie, but for the typical ""Joe six pack"" average movie goer, this movie is simply a sleep fest. So here's my take-away, if you watch movies for entertainment purposes, there are way better choices than this. If you want history with long oral diatribes, this baby fills the bill. One last word-Daniel Day-Lewis is truly a superb actor, and he is very good in this role, but was it the best of the year? I say no, actually Anthony Hopkins who wasn't even nominated for his role in Hitchcock was far and away much more convincing and brilliant and was robbed in not only not be nominated and or winning."
Lincoln,5,10,14,Lincoln--Mistitled,"Snoozefest, dragging, boring...
As for the technicals, the movie a really is alright, I'm a bit biased because I was really bored watching this, however, objectively speaking this can't be more than 7/10."
Lincoln,5,5,6,Seems there is a missing 'Link' in Lincoln,"First of all, this is probably the dullest movie I've ever seen. This is not because there is no action scenes. One of my favourite movies is 12 which has zero action, black and white, and a steady camera. Lincoln is just dull because the dialogue was boring and awkward. Half of the movie is about congregational procedures which is like watching CSPAN from mid 19th century. It is amazing that even though this movie is so dry, it is largely historically inaccurate. This movie focuses solely on Lincoln during the time when 13th amendment was being pushed through congress. It doesn't go into his childhood at all. It narrows the view of history by portraying the cause of civil war is solely slavery. It paints Abraham Lincoln as lonely hero who is only goal in life is to correct injustice of slavery. In reality the cause of civil war is very complex. Abraham Lincoln himself did not believe in equality of races. This is evident by his public speeches. Spielberg made a movie about the legend of Lincoln instead of the historical person. I think that completely invalidates the film. Since this movie took some liberty in the use of historical facts, it could've went all the way and did something like Abraham Lincoln: Vampire Hunter. At least that would've been exciting.The only saving grace of this movie is phenomenal acting performance by Daniel Day-Lewis."
Lincoln,5,1,0,It Has It's Moments...,"It is clear that the majority of reviewers of this film either know nothing of Abraham Lincoln's real character, or they are simply ""going along"" with the politically correct crowd and kissing Spielberg's uh, feet.Spielberg set a new low in 2001 by refusing to allow ABC television to show his film ""Saving Private Ryan"" unless they left in the ""F"" word. ABC stayed true to its policy of ""as much as we can get away with"" and caved in. Spielberg laughed all the way to the bank. We now ""enjoy"" the ripple effects of that landmark decision with a level of filth on television that was undreamed of only a few years ago. You can't open Pandora's Box ""just a little.""The fact that the majority agreed with ABC is meaningless. The citizen ""majority"" threw the Christian's to the lions and pushed the Jews into the ovens. Observers of history will know that falling in step with the majority opinion on matters of morality and the value of human life often leads to self destruction as well as the destruction of others. Standing with the crowd can mean you're standing for nothing.Spielberg has done it again by putting filth into the mouth of Abraham Lincoln. Letters written by Lincoln to some of his Generals, instructing them not to use foul language in front of their men, are matters of public record. Even so, Spielberg has his version of Mr. Lincoln saying things that simply were not a part of his character, personal morality, or vocabulary. So, if we accept Spielberg's version, we must believe that Mr. Lincoln was a hypocrite who condemned the use of vulgarity by his general's but freely practiced it himself. I think not.As he did with Saving Private Ryan, Spielberg simply forcing his version of ""reality"" on the viewing public. People that have a clean vocabulary are mocked and ridiculed today as being ""prudes"" or worse. So, Spielberg has to bring Lincoln down to the P C level with the lie that he was ""a regular guy"" who used foul language to express himself. It's simply not true.Spielberg is also good at promoting his personal point of view by omitting the truth. Lincoln was a devoutly religious man. No, he was not a churchgoer. But, he was a bone marrow deep believer in God. Again, his personal reading of the Bible, his prayer life, and his practicing and promoting Christian values are matters of record. His letters, his speeches, his government documents and even the Emancipation Proclamation itself contain open and easily recognizable references to Lincoln's personal belief in God. His faith was the foundation of his life and the guide for his actions; privately as well as in conducting his duties as President. Spielberg would have you believe otherwise; so he simply left that part out.Lincoln writes in the third from the last paragraph in the Emancipation Proclamation: ""And upon this act, sincerely believed to be an act of justice, warranted by the Constitution, upon military necessity, I invoke the considerate judgment of mankind, and the gracious favor of Almighty God."" Hardly the words of the P C non-believer that Spielberg presents us with.People that believe in God are not ""politically correct"" today. So, for the most part Lincoln's spiritual life is simply ignored. Spielberg gives us a false representation of Lincoln caused by the simple omission of truth.Spielberg's movie making formula has become quite popular. He is not the only producer that follows this form. That is, to use a film to ""propagandize"" the viewers with the producers own politically correct version of an otherwise truthful subject.After donating one million dollars to Obama, Spielberg shared a private showing of ""Lincoln"" with the President in the white house. Nothing more needs to be said about Mr. Spielberg's political agenda. This film serves that agenda.So how does Hollywood ""schmooze"" the public into accepting their propaganda? (Spielberg is not alone in doing this.) They treat the making of a movie like the making of a pot of beef stew. That is, most of the ingredients are familiar and acceptable to all of us. Then the ""chef"" adds his or her own ""secret spices"" to give it the personalized flavor that they want us to swallow. With the film Lincoln, most of the ingredients are in fact good ""beef and potatoes."" That is, the main portions of the film are ""true."" But, truth serves only as a ""base"" to be personally ""flavored"" with Spielberg's P C point of view. When the news media does it that's called putting their ""spin"" on the subject. The recipe works well.As the reviews here indicate, most movie goers have eaten a big bowl of Spielberg's stew with no notice at all of the ""personal ingredients"" he has flavored it with. Hence, all the high praise for his ""great"" movie making skills and the production of yet another Spielberg classic. You bet. Have another glass of Spielberg-Aid.At the beginning of Richard Attenborough's great film ""Gandhi"" he says ""No man's life can be encompassed in one telling. There is no way to give each year its allotted weight, to include each event, each person who helped to shape a lifetime. What can be done is to be faithful in spirit to the record and try to find one's way to the heart of the man."" Mr. Attenborough remained faithful to those ideals.Spielberg has given us a good deal of seemingly accurate information about Mr. Lincoln and the Emancipation Proclamation itself. But, he has not been ""faithful in spirit to the record."" This film is not even close to portraying ""the heart of the man."" Rather than seeing something of the real beauty in Lincoln's heart, we see a distortion warped by the politically correct agenda in Spielberg's heart.Mr. Lincoln deserves better. So do we."
Lincoln,5,4,5,Lincoln doesn't get my vote for movie of the year,"First of all Daniel Day Lewis deserves his Oscar for his roles in this film.Secondly all of the actors in the movie have a great portrayal a special shout out to Hal Holbrook and Tommy Lee Jones..
Thirdly the running time is too long and winding for the thirteen amendments segment from the initiation through the debate.. it just kept going and going which really put me in a snooze mode..
Finally it is not Spielberg's finest but he did pay a well tribute to Lincoln
My rating is 5/10."
Lincoln,5,3,3,"Boring, though technically okay","Politics is a dirty business. 'Lincoln' shows us that this has been the case for at least 150 years. Lying, scheming and lobbying were as much a part of the decision making process in Lincoln's time as they are now. Lincoln himself isn't afraid of a few dirty tricks in order to realize his great ideal: the abolition of slavery.The film portrays Lincoln as a tormented man, torn between his political goals and his democratic principles. To make matters worse, he also has family problems: his wife is not supportive at all, and his son plans to endanger his own life by joining the war that Lincoln wants to end.It seems like this is good material for a solid historical drama. Still, I didn't enjoy the movie very much. To put everything in the right historical context, there are lots of subplots and side stories that are sometimes difficult to understand for someone who isn't very familiar with Lincoln's life. Large parts of the movie consist of politicians talking about 19th century politics. And some parts are even completely incomprehensible without knowledge about the historical context, like the scene at the Appomattox courthouse. For Americans, this probably is a very famous event in the history of the Civil War. But for Europeans these events are not common knowledge.Watching the movie, it's tempting to compare with what's going on now. When a black soldier says he hopes that blacks can have the vote 'in 100 years', I couldn't help thinking that 150 years later, the US has a black president. The final scene of Lincoln giving his second inauguration speech reminded me of Obama's second inauguration speech, only a few days ago. And the scene of Lincoln and his aides sitting by some sort of telegraph machine, waiting for news about the battle at Wilmington, is very similar to the famous photograph of Obama and his entourage following the operations leading to the capturing and killing of Osama Bin Laden.Although Steven Spielberg doesn't portray Lincoln as a saint, but as a man with doubts and sorrow, it is still a very patriotic movie. One of the strongest quotes in the film comes from the speaker of the House. When one of the congressmen says it is very unusual for the speaker to cast a vote, he answers: 'This is not usual, this is history'. That's the spirit throughout the whole movie. Spielberg wants to show us History."
Lincoln,5,4,6,"For such a dull movie, surprisingly historically inaccurate",This movie was actually good and less explicit than the other movies. This movie was probably a movie i would watch if i'm forced to or it's already on the TV and someone is watching it i feel like this movie was short and not to fun to watch. I also feel as this movies was educational but still not something students would want to watch depending on their levels and things. I also like this movie because there was no blood or anything and i don't like things like that so it was easier for me to sit here and watch for almost 3 days. This movie makes it hard for me to keep my eyes open throughout the whole movie.
Lincoln,5,4,7,Politically correct revisionist version of Lincoln's life.,"This movie definitely wasn't one of my favorites about the past. The dialogue in my opinion was too long and it was quite hard to keep up with what was going on. It definitely wasn't the worst, it just wasn't one that I would consider watching again unless I had too, for school, or anything else that could possibly require watching the movie. The cinematography was good, though the movie in general was quite dark, and someone probably wouldn't be able to get the main idea if they don't know at least the most common knowledge of who president lincoln was and what he did, also it gives insight on other important figures of that time."
Lincoln,6,103,89,Abraham Lincoln deserved a better film,"'Lincoln' is one of the bigger favorites for Oscar Awards this year and will certainly be one of the heroes of the evening in Hollywood a few weeks from now. It is made by one of the greatest directors of our time, it tells a big American story and features a big American hero, it enjoys some fine acting and is very accurate in searching into history and retrieving a moment and a story that continues to impact the American social and political fabric until today. And yet, 'Lincoln' did not turn to me into a cinema experience to enjoy. Actually something interesting happens with my relation with Steven Spielberg. The film I liked most is one of his first – the very little known Duel, a minimalistic masterpiece, followed by the wonderful Close Encounters  and E.T. I enjoyed the Indiana Jones and The Jurassic Park series for what they are meant to be – great entertainment. However my personal experience with his 'serious stuff' is mixed. While Saving Private Ryan is for me the best war film ever made, and Schindler's List is one of the best in the Holocaust genre, other stuff looks sometimes pretentious, sometimes too naive. As much as he tries to prove, Spielberg cannot do films about any subject, I mean he certainly can, but not all are that good.Most of the action in 'Lincoln' takes place during the month of January of 1865. After four years of Civil War victory is quite close for the North, but the ending would have been meaningful only if the 13th Amendment making slavery illegal was adopted, making the reason of going to war and the temporary judicial war decisions part of the Constitution. Timing is critical, as the nation is tired and aspires for peace and recovery, and without the adoption of the amendment the end of the war may mean a compromise that leaves slavery in place. Abraham Lincoln will make all possible political maneuvering in order to have the amendment pass, in a Congress where he did not have the required majority. There is an interesting dilemma here about using 'unclean' political means in order to achieve a just cause and this is one of the principal themes. There are two problems here however in my opinion. One is that the political intrigues occupy a good half if not more of the film, and what we get on the screen is a painfully long succession of bearded gentlemen under top hats arguing and bribing for the good cause. I guess some of the American audiences are more familiar with the historical characters, but even so this is a long and repetitive succession of more of the same, and even the climax scene of the voting in the House misses some of the thrill I have expected. The other problem is the political speak which is attributed to almost all characters in the film. Maybe the script writers used fragments from speeches, I do not know, but there is too much rhetoric, too many historical sentences are being said by many characters (not only by Lincoln) and even in what should have been day-to-day situations. The overall result seemed to me tiring and emphatic. It is actually the non-political secondary threads that seemed more interesting – for example the agonizing decision of the parents Lincoln not allowing their elder son to fight in the war. This dilemma would have deserved a film by itself, a smaller but maybe better one.Much was said and written (even a cover story in TIME Magazine) about Daniel Day-Lewis's impersonation of Lincoln. He is good but far in my opinion from his own creation in 'My Left Foot' or from Joaquin Phoenix's act in 'The Master' (best acting of the year in my view). The way he is filmed does not help, too many frames are looking towards catching his silhouette or making his profile look like the pictures which represent Lincoln in his time. Again, when he is human, when his words are not taken from speeches he looks and sounds better, but this is only for part of the time. Rhetoric prevailed in the building of this role, and Spielberg's scope looks like creating as many scenes to quote, but less to link them in a fluent story as he knows to do that well. I liked much more the supporting roles of Sally Field as a Lincoln's wife, or maybe the wife of all presidents or great men who sacrifice their personal lives for the greater causes, and of Tommy Lee Jones as the radical pro-abolitionist politician Thaddeus Stevens, a man whose life was dedicated to the fight against slavery, but who knows to make the right political move at the critical moment to achieve the legal confirmation of the dream, at a tough personal price with respect to his own ideals. In a movie where so many characters including the one that gives the name of the film are no more than rhetoric symbols, these two living heroes played by the two great actors make a refreshing difference."
Lincoln,6,5,1,Not Aptly Titled,"No complaints about the plot, acting, writing or anything else regarding the film. All those things are top notch. My only complaint is that the film should have been named ""13"" instead of ""Lincoln"" because the plot is 98% about the politics surrounding the passing of the 13th amendment and 2% about the man Abraham Lincoln. To me, that's a total shame. In my humble opinion, the man is the most interesting person in history so this was an extremely disappointing movie for me. His humble upbringing in Hodgenville, KY, his insatiable desire to self-educate, the death of his mother at an early age, his tumultuous relationship with his father, their move to Indiana and then Illinois, the fact that he was a world-class wrestler, his relationship with his best friend and law partner Henry Herndon, the loss of his son Willie, the loss of his son Tad, the assassination, the institutionalization of Mary Todd, the legacy of his son Robert Todd and how he himself was present at the assassination of Garfield and the impact it had on him.To be clear, if you are interested in watching a movie about politics during the civil war era, this movie will thoroughly entertain you. But if you are expecting an epic biopic of the man's life, you will be severely disappointed. Again, they shouldn't have entitled this movie Lincoln. It is NOT aptly named."
Lincoln,6,17,16,"Interesting film, but definitely not the the definitive version that someone has yet to make.","Story focuses on the passing of the Emancipation Proclamation and does not give the viewer a robust sense of who Lincoln was - where he came from, his difficult journey to the White House, etc. The film is very ""heady"" in that it deals with a continuity of ideas, dialogs, debates, etc. leading up to the passing of the proclamation. I sensed that I was watching a filmed play rather than having a cinematic experience. Very little screen time was given to any sort of visual storytelling. I felt cheated in that regard, but that being said, it was an interesting experience and seemed to have historic authenticity. I found it as entertaining as a great university lecture."
Lincoln,6,27,33,"Boring, tedious and pointless. Skip Day-Lewis and focus on Tommy Lee.","As often happens in Hollywood, and in the rest of the world, is critics and so called movies lovers repeating what the majority is saying. Not daring to judge a movie by it's real quality. Who does must conclude that Lincoln is not worth all the Oscars it probably will win. The cast is very good and the acting also, but nobody is excelling. And Day-Lewis and the rest should, because they have all the space to show their talent. The whole movie is one slow theater play; it lacks everything that is needed for the rating it gets on IMDb and from critics. Not to speak about the missed possibility for the audience to get to know the real Lincoln. Guess there is too much nationalism in the voting from Americans. Lincoln is kinda disappointing."
Lincoln,6,16,17,A hype,"Let's set aside the big Hollywood names acting in and directing this film, forget about its big budget, even forget about the seriousness of the topic. What are we left with, looked at just as a film?For a start, it's very narrow in its content, focused entirely on how Lincoln got enough votes to get his anti-slavery amendment passed. That's all. Despite the grandness of the title ""Lincoln,"" it's only about Lincoln in this one small, if important, moment of his career, covering in considerable detail how he rounded up the required votes, how he pressured certain politicians, horse-traded with others, cajoled, tried to inspire, tried everything he could think of to get the votes needed to pass the constitutional amendment outlawing slavery. There are no subplots other than a little to-and-fro with his wife and some brief scenes showing his sons--mere gestures rather than subplots. The film is all about the down-and-not-always-clean vote- gathering business of politics. Once the bill is passed, the film quickly comes to its close, with a few short scenes to bring the war to an end and Lincoln to his assassination.There are very few outdoor scenes. Almost everything happens indoors. The characters are seldom shown other than in their roles as professional politicians. There are no beautiful women, no common people other than in the background, only white guys, just about all of them dressed pretty much the same and almost all wearing big beards. The atmosphere is slightly claustrophobic.The seriousness of the issue and the moral grandeur of Lincoln, (perhaps deriving as much from his historical reputation as his depiction in the film) keep one's interest. Obviously the passing of the bill is a foregone conclusion, so there's no real suspense.I couldn't help imagining this film when it comes out on DVD or in five or ten years from now, when it appears on television. How many people will want to see it for a second time? I don't think many people will. Teachers will use it, but I have a feeling it will be largely forgotten in the world of movies.Are these Oscar-worthy performances? The acting is excellent, but, given the script, they didn't have great potential, and it's hard to see them as extraordinary."
Lincoln,6,14,19,Let's be honest about this film,"Although I hold this movie in high regard, I found myself becoming bored with the direction and lost in some parts. If you didn't understand the actual history in this movie, I feel like you wouldn't appreciate it as much. It lacked any sort of direction and the way the scenes were set up made me lose focus of the plot. One amazing thing about the film however is the actors. Daniel Day-Lewis was an eerily accurate Lincoln and with the way he played this character you would sometimes forget that this wasn't actually Lincoln on your screen. And the amazing portrayal of people and historical figures during this decade and obviously the huge triumph that was the 13th amendment. Lewis really created an incredible illusion and elevated this movie where it sometimes fell flat."
Lincoln,6,5,4,you watch the movie,"I don't hate this movie. I can appreciate the things about the movie that aren't bad. For instance, the cinematography in this movie is amazing. The pictures are beautiful and the scenes are well done. I think the darkness of the scenes in the movie added effect to Lincoln's exhaustion and created a heavy atmosphere. Also the actors do a great job. Daniel Day Lewis as Lincoln and Tommy Lee Jones as Thaddeus Stevens especially caught my eye with their performance. The thing that really brings this movie down is the plot. The pacing of the movie is really slow and it is sometimes hard to follow. I realize that the movie follows Lincoln as he tries to pass the 13th amendment and is meant to dive deeper into his personality, but so much of the movie focused on Lincoln's life inside the White House which just isn't super interesting. I can appreciate the idea of the movie, but it is not my favorite."
Lincoln,6,6,8,"Movie will win awards, but just okay!","Wow! Mr Day Lewis, you deserve every one of those awards that, no doubt, adorn your mantel piece at home. I forgot it was even him playing the part. What an outstanding performance. The rest of the cast was a veritable feast of faces, some in relatively minimal castings (There are no ""Small Parts""). They were all good too.I think the film probably deserves much more credit than I can give it. I don't know enough about U.S. history to judge how well Lincoln is portrayed or how the circumstances are depicted. My only real frame of reference for the man is from Bill & Ted, but anyone who has ever fought for the rights of others is a good person in my book. It also seems that he liked words and wordplay and loved to tell stories, which appeals to me. I hope that these elements are true as they really do add to the character and make him very personable.Daniel's portrayal of the man was attention grabbing, but I couldn't understand why they constantly filmed him half in shadow.I also felt that, for me personally, they garbled the explanation of the political fight. Fortunately I know just enough to get me through and to piece it together. Perhaps if it was part of my own countries heritage and as important as it seems to be to America, I would know a lot of it by heart already.
It didn't help that they all talked and shouted over each other and there was no way to keep up with the subtitles even. I'm finding that a lot lately with films and I wish that they would go back to a consideration for clearer diction, which I'm sure they could do without detracting from the realism if they tried.I should point out that political films have never really been my thing anyway and politicians poking fun at each other instead of focusing on the issue is exactly why I can't watch the news. Comedians should be on a stage, not in Parliament.Needless to say, this film doesn't rate highly on my list, but only because it doesn't really fall within my interests. I'm glad I watched it, even if it was just to see Mr Day-Lewis' fantastic, if a bit reminiscent of the old man from Home Alone, performance."
Lincoln,6,2,1,confusing and... long.,"I rather expected the voice to be deeper and more commanding, but that wore off instantly, and Spielberg to his credit gets every scene note-perfect. The scene where soldiers on the field were quoting back to him the Gettysburg Address was heartbreaking--The big guns, to be sure, but everyone in the theater stopped breathing. Spielberg has the mood and light fine-tuned to the point that when the characters are donning shawls against the cold--this in the white house--you shiver. I can'think of a single actor who was not up to snuff, but James Spader as a rascally vote procurer stands out. Sally Field as the troubled Mary Todd Lincoln is a sympathetic gem, and her portrayal should go a long way towards explaining and perhaps inviting history's revision of that unhappy woman. The film focuses most on the nuts and bolts of legislative and presidential processes, and while that may be boring for some,it has such a ring of authenticity and research that it had me scrambling for the history books to check on things I hadn't known. This is the most difficult of all subjects to film, a dense scholarly work translated to popular culture, but it succeeds on all counts. See it, make your children go with you. You won't regret it."
Lincoln,6,2,1,It is pretty slow...,"Daniel Day-Lewis. Do these actors get any more phenomenal then he? If you were to think of an amazing character actor, who absorbs the script and the background of his character but also adds his own twist and personality to the character. I know i use this word in lots of my reviews but 'Emphatic' he was. What can't he do. Same as the great person he portrays. Abraham Lincoln, an iconic founding-father who would be extremely hard to play for any one to play. I think it was hard for even Day-Lewis to do. But he was spectacular. Sally Fields is the Leading actress but i don't feel that she leads very much. Marry Todd Lincoln supported Abe to the best of his abilities and i feel that Sally Fields did that same thing with Daniel. Joseph Gordon-Levitt was a good surprise as Lincoln's son Robert but the best part other than Day-Lewis was the heartfelt performance by Tommy Lee Jones as Thaddeus Stevens. He was great. But back to the film. I always found it hard to take Steven Spielberg's Directing hard. But he did a fine job with this. Fine like a nice Italian woman who is walking down the street, like that Fiat-500 commercial. Not the fine like ""Oh that was satisfactory, that was fine."" I'm not calling Steven Spielberg a fine Italian woman, but his directing here was great. I can't imagine having all of those actors portraying congressmen in one room and the camera stands and cranes and all of the crew on one set and having to manage all that. I know he had assistant directors and such but i salute him for even taking the task. The cinematography nomination was well deserved as it was one of the best of the year. Although the film was phenomenal even the smallest acting role was played to perfection. It was neither the crew nor their microphones and cameras that submerge you in the story. It was the acting."
Lincoln,6,1,0,Bravo that man!,"There was a lot of to like about Lincoln (2012), the acting was impeccable, the dialog was clever, the cinematography was gorgeous, but it just was not compelling enough for me to stay interested.Acting: - Daniel Day-Lewis was fantastic and every bit the Lincoln that I imagine - Sally Field also put in an amazing performance - Some of the lesser actors did not engage me, particularly Joseph Gordon-Levitt, but i was also disappointed by Tommy Lee JonesThe main problem for me is that I could not get into the film, I expect a lot of this is that we all know the history of his amendment, the civil war and his demise, which means there is no anticipation (does history count as a spoiler ;-)Recommendations:If you are NORTH American: This is a must see film as it does an excellent job of retelling one of the most important events in US historyIf you are NOT American: Outside of the US, I would consider myself to be in the target market for this movie; I like dramas, particularly those driven by dialog, I am a history buff and I care passionately about human rights, yet I cannot see myself recommending any of my friends that they see it unless they have a penchant for thumb twiddling"
Lincoln,6,1,0,decent history involved.,"This was an extremely boring movie, and frankly I am extremely disappointed and disgusted, based on all of the media gaga that has been swirling around it and the amount of money that went into making it. As much as I love Obama, how much more could a move hide behind political correctness, and stick to a worn out script that has been shoved down our throats since grade one? And this so called ""script"" was based upon accused plagiarist Doris Kerns Goodwin's ""Lincoln"" biography! Shame on Stephen Spielberg for using this source material and for instead not finding historical documentation of what would exemplify the humanity in the characters of Lincoln and his wife Mary Todd. Has anyone ever seen a human Lincoln? Not me (unless I include the one I saw at Disneyland). Spielberg's characterizations in this botched and failed effort were extremely stiff, unyielding and extremely unbelievable. Did we ever see anything in the movie that portrayed any intimacy between him and his wife? For God's sake, we do know that they had sex with and loved each other! And, if I wanted to witness a replication of the exact scenes that took place between him and congress, I would have goggled it, or watched C-Span. It also ticks me off that he had to include his trademark Spielbergian light LaLa in some of the scenes here.....dude, this isn't ""ET"". What a waste!!!!!! And to not give Sally Field any good scenes in this movie is a crime!!!! Shame, Shame, Shame!!!!!! Note to Academy: do not dare nominate this for best picture, just because it is one of those ""awe-inspiring"", politically correct and insipid ""Ghandi""-esque films that you all just love to adore to cover your a**es for a year of horrible filmy product. Please, please give us all a break this year. Thanks, for we are still all recovering from your inexcusable vomit-inducing hyperbolic cover your a*s* star f**k of last year's most boring movie of the year, ""The Descendants""!!!!!!"
Lincoln,6,1,0,Lincoln simple review,"Being not part of the American school system (and indeed, having not having had much of an education at all) the most I knew about Abraham Lincoln was the guy in Bill & Ted's Excellent Adventure who advised the students in a Most Triumphant speech towards the end to ""PARTY ON, DUDES!!"" You might think ""PHILISTINE!! How could you not know about his contribution to ending modern day slavery, or his untimely end in a theatre at the hand of one John Wilkes Booth?"" to which I can only shrug my shoulders and advise them to visit the two pathetic establishments where I spent most of my formative years. They'd soon change their tune.So, here's Daniel Day Lewis in full regalia... bushy beard, top hat, wearing stilts... (Or is he actually that tall...) Does he capture the essence of Mr Lincoln? Who knows... but he certainly acts like I imagine the guy would, and he looks the part... so let's give him a pass. Abraham, according to how this film represents him, had a tendency to tell long stories of his personal experiences, which charmed and inspired everyone around him. He was well loved by pretty much all the population, and just coming into his second term as President. Then he decided to put a bill through Congress to end ownership of black people, and all Hell broke loose.There was already a war going on between the South and the North, and this further exacerbated the situation because the South wanted to keep their plantations going... and they needed slaves to do that. So somehow Mr Lincoln had to perform the difficult task of getting the two sides to agree to peace, AND freeing ethnic minorities from the toil of the whip. No mean feat. But somehow he did it... (No SPOILER here, just read your history book) in no small way thanks to his gravitas as a leader, and his determination that every man should be equal. Alas, a bullet put an end to him soon afterwards, but all the ammunition in all the arsenals in the world couldn't stop his dream from achieving reality. (Sorry, stealing a tribute to Martin Luther King there. Still appropriate, I reckon)This is the kind of movie I can imagine watching as part of exam coursework than for true entertainment purposes. It's very informative, and made with a true appreciation of the subject. It is also incredibly long-winded, and with not a lot to carry it for long periods other than Day Lewis's (admittedly superb) performance, things can get a trifle dull. We learn Lincoln had a fractious relationship with his wife, and his son threatens to sever ties with him over his desire to be a soldier. All interesting stuff, but not quite enough to pad out the lloonngg running time. So I 'get' what Spielberg is trying to do... I just didn't feel all that exhilarated afterwards, like if I'd watched a defining piece of cinema. Oh well... you're still a legend in my eyes Abe... 6/10"
